LlaDA_ROUGE-1,LlaDA_ROUGE-2,LlaDA_ROUGE-L,LlaDA_BLEU-1,LlaDA_BLEU-2,LlaDA_BLEU-3,LlaDA_BLEU-4,LlaDA_BLEU,LlaDA_METEOR,LlaDA_BERTScore-F1,id
0.5269,0.25,0.3548,0.4114,0.2742,0.1756,0.114,0.114,0.3201,0.3696,3049
0.4974,0.2032,0.381,0.3529,0.1945,0.097,0.0325,0.0325,0.3278,0.2755,3050
0.4051,0.1923,0.3165,0.2907,0.1654,0.1177,0.0876,0.0876,0.2971,0.2064,3051
0.5612,0.1753,0.3571,0.4631,0.2531,0.1274,0.0387,0.0387,0.3364,0.3218,3052
0.5446,0.24,0.3267,0.4304,0.2603,0.1719,0.1246,0.1246,0.3246,0.305,3053
0.1463,0.0887,0.1268,0.0957,0.071,0.0563,0.0467,0.0467,0.1256,-0.4366,3054
0.4126,0.1448,0.2691,0.1901,0.0895,0.0365,0.0132,0.0132,0.218,0.2873,3055
0.4528,0.1401,0.2642,0.2889,0.1507,0.0802,0.0278,0.0278,0.2947,0.2871,3056
0.43,0.1111,0.24,0.3141,0.1347,0.081,0.0569,0.0569,0.2109,0.1944,3057
0.5114,0.2765,0.3653,0.3657,0.2574,0.192,0.149,0.149,0.3415,0.2755,3058
0.3429,0.1154,0.2476,0.2246,0.1238,0.0707,0.0407,0.0407,0.1915,0.1237,3059
0.4156,0.2009,0.3377,0.2139,0.1455,0.0927,0.0564,0.0564,0.1761,0.2772,3060
0.3359,0.0538,0.1756,0.1583,0.048,0.0104,0.0049,0.0049,0.1438,-0.0171,3061
0.4332,0.2149,0.3323,0.1512,0.103,0.0704,0.05,0.05,0.2038,0.2858,3062
0.3276,0.1579,0.2931,0.1705,0.1171,0.0861,0.0622,0.0622,0.4493,0.315,3063
0.5492,0.2304,0.3212,0.4084,0.2536,0.1857,0.1403,0.1403,0.3381,0.3051,3064
0.4696,0.1796,0.3239,0.2375,0.1248,0.0556,0.0176,0.0176,0.1906,0.2181,3065
0.3524,0.0711,0.2115,0.1981,0.08,0.0347,0.0129,0.0129,0.1568,0.1596,3066
0.5028,0.226,0.3799,0.4431,0.267,0.1879,0.1118,0.1118,0.3217,0.3371,3067
0.4569,0.1913,0.2586,0.2492,0.1386,0.0742,0.0492,0.0492,0.2557,0.0876,3068
0.4972,0.1829,0.3616,0.3744,0.1828,0.0335,0.0144,0.0144,0.2802,0.3635,3069
0.3371,0.1023,0.2584,0.2309,0.1213,0.078,0.0268,0.0268,0.1724,0.1678,3070
0.3045,0.1162,0.1811,0.1746,0.0995,0.0681,0.0497,0.0497,0.1431,0.1065,3071
0.5,0.2316,0.3646,0.394,0.2552,0.1794,0.1416,0.1416,0.2977,0.3778,3072
0.3226,0.0651,0.1843,0.1474,0.0458,0.0115,0.0058,0.0058,0.0914,0.1706,3073
0.3938,0.1868,0.2625,0.2519,0.1852,0.135,0.1075,0.1075,0.2399,0.2365,3074
0.4271,0.1684,0.2812,0.301,0.1749,0.1163,0.0837,0.0837,0.2586,0.1327,3075
0.582,0.3306,0.4344,0.3392,0.2412,0.1715,0.1299,0.1299,0.325,0.3725,3076
0.419,0.1442,0.2857,0.2749,0.1362,0.0541,0.0192,0.0192,0.2305,0.2212,3077
0.5419,0.3284,0.3941,0.4019,0.3155,0.2569,0.2154,0.2154,0.3262,0.3782,3078
0.5077,0.2031,0.3692,0.3378,0.2256,0.1704,0.1366,0.1366,0.4617,0.3718,3079
0.3684,0.1064,0.2316,0.2581,0.1184,0.0773,0.0566,0.0566,0.1952,0.2156,3080
0.3721,0.0945,0.2171,0.2029,0.0773,0.0447,0.0192,0.0192,0.2282,0.2224,3081
0.385,0.1081,0.2139,0.2432,0.0707,0.0373,0.0153,0.0153,0.1347,0.1202,3082
0.3594,0.0837,0.2304,0.2409,0.1006,0.0205,0.0093,0.0093,0.1686,0.1337,3083
0.4207,0.2085,0.2524,0.1362,0.0879,0.0575,0.0354,0.0354,0.2224,0.241,3084
0.3498,0.1538,0.287,0.1896,0.1187,0.0762,0.041,0.041,0.1815,0.2429,3085
0.3651,0.1255,0.2158,0.2406,0.121,0.0711,0.046,0.046,0.1874,0.1229,3086
0.3333,0.1231,0.2121,0.2267,0.1107,0.0552,0.022,0.022,0.2741,0.0245,3087
0.3721,0.1033,0.2698,0.2295,0.108,0.0556,0.0189,0.0189,0.1851,0.2009,3088
0.4757,0.1421,0.3027,0.3258,0.1361,0.0597,0.0223,0.0223,0.2397,0.2716,3089
0.4895,0.1986,0.3077,0.3529,0.1945,0.1316,0.1027,0.1027,0.4018,0.4109,3090
0.3684,0.1212,0.2256,0.1862,0.0995,0.0623,0.0435,0.0435,0.1418,0.1416,3091
0.4839,0.2391,0.3548,0.3461,0.2463,0.1966,0.1641,0.1641,0.331,0.2332,3092
0.3605,0.1507,0.2109,0.1457,0.0856,0.0463,0.0242,0.0242,0.1861,0.1445,3093
0.4416,0.1842,0.2987,0.3372,0.2271,0.17,0.124,0.124,0.3382,0.2634,3094
0.2044,0.0296,0.146,0.137,0.0436,0.0139,0.0079,0.0079,0.1052,0.0898,3095
0.4111,0.1798,0.2889,0.2695,0.1477,0.0875,0.0289,0.0289,0.2063,0.2661,3096
0.2839,0.1569,0.2581,0.2088,0.1523,0.1278,0.1135,0.1135,0.2857,0.0912,3097
0.3347,0.0928,0.2092,0.1839,0.0925,0.0532,0.0308,0.0308,0.1432,0.159,3098
0.3817,0.1506,0.2573,0.248,0.136,0.0913,0.063,0.063,0.2027,0.2587,3099
0.3344,0.0935,0.1796,0.0985,0.0438,0.0211,0.007,0.007,0.1161,0.085,3100
0.3602,0.1132,0.2112,0.2674,0.1122,0.0247,0.0116,0.0116,0.2069,0.1484,3101
0.4043,0.1183,0.2021,0.2469,0.1172,0.0729,0.0521,0.0521,0.1933,0.2061,3102
0.4343,0.1965,0.3543,0.3229,0.1934,0.1258,0.0895,0.0895,0.262,0.3202,3103
0.5488,0.2535,0.3535,0.406,0.262,0.1937,0.1479,0.1479,0.3497,0.3231,3104
0.4,0.1963,0.303,0.2809,0.1874,0.1343,0.103,0.103,0.2919,0.295,3105
0.3252,0.1322,0.1951,0.1705,0.0885,0.045,0.0181,0.0181,0.2316,0.2516,3106
0.3795,0.1554,0.2462,0.3351,0.2098,0.1505,0.1176,0.1176,0.2458,0.0302,3107
0.4048,0.1807,0.25,0.2626,0.1268,0.0692,0.0242,0.0242,0.3153,0.2151,3108
0.3034,0.0699,0.1931,0.0833,0.0317,0.0107,0.0062,0.0062,0.1053,0.182,3109
0.2597,0.0395,0.1688,0.1573,0.0598,0.016,0.0083,0.0083,0.1939,-0.0585,3110
0.5376,0.2609,0.3871,0.4279,0.2842,0.2153,0.1679,0.1679,0.3772,0.2889,3111
0.5276,0.3254,0.3937,0.3594,0.26,0.2035,0.1609,0.1609,0.3302,0.3331,3112
0.2453,0.1154,0.2075,0.0244,0.003,0.0015,0.0011,0.0011,0.0532,-0.4249,3113
0.3961,0.2049,0.3285,0.2354,0.1618,0.119,0.091,0.091,0.198,0.1116,3114
0.3885,0.1314,0.2446,0.2118,0.1123,0.0534,0.0207,0.0207,0.3251,0.2406,3115
0.3941,0.0995,0.2562,0.2826,0.1309,0.0844,0.0572,0.0572,0.1906,0.2106,3116
0.5714,0.289,0.4571,0.382,0.2947,0.257,0.2292,0.2292,0.416,0.3664,3117
0.4792,0.1684,0.3542,0.3014,0.1494,0.0594,0.0211,0.0211,0.2502,0.3702,3118
0.3735,0.1341,0.2651,0.2841,0.1512,0.1021,0.0707,0.0707,0.2701,0.2562,3119
0.3579,0.1064,0.2421,0.3034,0.1438,0.0983,0.0686,0.0686,0.1926,0.129,3120
0.4911,0.2252,0.3482,0.3061,0.2149,0.1495,0.113,0.113,0.298,0.2737,3121
0.2645,0.0672,0.1983,0.1538,0.049,0.0156,0.0089,0.0089,0.176,0.0308,3122
0.3322,0.0887,0.1831,0.0734,0.0311,0.0162,0.0056,0.0056,0.0984,0.1139,3123
0.4189,0.2192,0.3108,0.24,0.1775,0.1311,0.0825,0.0825,0.4915,0.2901,3124
0.4105,0.1915,0.3053,0.286,0.1864,0.1254,0.0784,0.0784,0.2761,0.2558,3125
0.2519,0.0451,0.1185,0.119,0.0379,0.012,0.0068,0.0068,0.1331,0.1907,3126
0.4315,0.1506,0.249,0.2906,0.1495,0.0541,0.0183,0.0183,0.2168,0.1352,3127
0.219,0.0444,0.1314,0.1375,0.059,0.0355,0.0155,0.0155,0.1416,0.0499,3128
0.52,0.1717,0.31,0.3638,0.2084,0.1204,0.0649,0.0649,0.247,0.4282,3129
0.3709,0.1465,0.2036,0.175,0.1055,0.071,0.0473,0.0473,0.1847,0.1681,3130
0.5683,0.2541,0.3825,0.4286,0.2673,0.1933,0.1423,0.1423,0.3696,0.4544,3131
0.5,0.2899,0.3571,0.3291,0.225,0.1663,0.1248,0.1248,0.3748,0.3833,3132
0.4252,0.2074,0.3189,0.1618,0.109,0.0761,0.057,0.057,0.1907,0.2578,3133
0.4176,0.2,0.2857,0.347,0.2225,0.1765,0.1491,0.1491,0.2728,0.2249,3134
0.3915,0.2139,0.3175,0.3333,0.2513,0.2059,0.1793,0.1793,0.2608,0.2068,3135
0.2314,0.0168,0.1653,0.1538,0.0447,0.0138,0.0077,0.0077,0.1962,0.0885,3136
0.5333,0.2487,0.3385,0.3598,0.2319,0.1451,0.0875,0.0875,0.3223,0.3934,3137
0.2893,0.0637,0.2138,0.2381,0.0928,0.0472,0.019,0.019,0.1948,0.1926,3138
0.4636,0.1743,0.3455,0.3287,0.1861,0.1257,0.0838,0.0838,0.259,0.2638,3139
0.3404,0.1295,0.1844,0.2278,0.143,0.0927,0.0569,0.0569,0.2264,0.0119,3140
0.6044,0.4333,0.4066,0.4956,0.3934,0.3157,0.2564,0.2564,0.4759,0.4197,3141
0.275,0.0924,0.15,0.0826,0.0333,0.0072,0.0034,0.0034,0.1164,0.0488,3142
0.4039,0.1493,0.2759,0.2198,0.1127,0.0597,0.0366,0.0366,0.2067,0.2414,3143
0.3439,0.0913,0.2081,0.1533,0.0677,0.0141,0.0064,0.0064,0.1399,0.1284,3144
0.4427,0.2171,0.3206,0.2785,0.1581,0.1091,0.0643,0.0643,0.3547,0.3749,3145
0.408,0.1005,0.2587,0.2376,0.0757,0.0167,0.0079,0.0079,0.1865,0.2627,3146
0.4541,0.1858,0.2919,0.3166,0.1645,0.0664,0.0238,0.0238,0.2743,0.2414,3147
0.4205,0.1036,0.2564,0.2788,0.106,0.0486,0.0185,0.0185,0.1982,0.1766,3148
0.2455,0.1284,0.2,0.1233,0.0794,0.0566,0.0422,0.0422,0.1067,0.017,3149
0.4206,0.1991,0.2575,0.2477,0.1538,0.0754,0.0226,0.0226,0.1985,0.2313,3150
0.3158,0.058,0.1914,0.2132,0.081,0.0371,0.0142,0.0142,0.1391,0.123,3151
0.5914,0.2826,0.3978,0.4192,0.2698,0.1856,0.1396,0.1396,0.3501,0.4557,3152
0.3699,0.1667,0.2466,0.2326,0.117,0.0546,0.021,0.021,0.2831,0.1212,3153
0.2521,0.0684,0.1345,0.125,0.0379,0.0119,0.0067,0.0067,0.2115,0.1505,3154
0.5292,0.2196,0.3035,0.2777,0.1629,0.091,0.0257,0.0257,0.2457,0.1893,3155
0.3924,0.2051,0.3797,0.3176,0.204,0.1519,0.1209,0.1209,0.3083,0.292,3156
0.4229,0.1511,0.2907,0.2179,0.1156,0.0793,0.0595,0.0595,0.1923,0.1962,3157
0.5476,0.3494,0.4881,0.4535,0.3652,0.3057,0.2681,0.2681,0.453,0.4173,3158
0.3064,0.1202,0.2128,0.2157,0.1139,0.0733,0.0417,0.0417,0.2006,0.0332,3159
0.4512,0.1235,0.3049,0.3951,0.1571,0.0855,0.0299,0.0299,0.2758,0.2026,3160
0.3305,0.094,0.2119,0.181,0.0783,0.0438,0.0276,0.0276,0.1905,0.1432,3161
0.504,0.1774,0.352,0.296,0.1488,0.0824,0.0517,0.0517,0.2591,0.2651,3162
0.1406,0.0159,0.1094,0.0989,0.0331,0.0107,0.0061,0.0061,0.1247,-0.0374,3163
0.4024,0.0617,0.2195,0.3155,0.0917,0.0225,0.0112,0.0112,0.2017,0.208,3164
0.4608,0.1953,0.3318,0.3154,0.1877,0.1368,0.11,0.11,0.2535,0.2919,3165
0.5106,0.2403,0.4,0.2935,0.1898,0.133,0.0983,0.0983,0.2665,0.3433,3166
0.6032,0.3316,0.4656,0.4718,0.3466,0.2491,0.1782,0.1782,0.4407,0.4392,3167
0.3793,0.1579,0.1897,0.2346,0.1211,0.057,0.0221,0.0221,0.4739,0.2922,3168
0.3125,0.1519,0.2,0.2726,0.1694,0.1153,0.0675,0.0675,0.2236,-0.1208,3169
0.4271,0.1895,0.2812,0.3626,0.2199,0.1177,0.078,0.078,0.229,0.1767,3170
0.4167,0.1579,0.2292,0.3293,0.1997,0.1268,0.0806,0.0806,0.2566,0.2493,3171
0.4234,0.1765,0.3139,0.1776,0.1161,0.0816,0.0628,0.0628,0.2244,0.3337,3172
0.3546,0.0863,0.227,0.1609,0.0865,0.0561,0.0381,0.0381,0.2699,0.065,3173
0.3229,0.1368,0.1875,0.2105,0.1144,0.049,0.0181,0.0181,0.1875,0.1791,3174
0.3108,0.0822,0.2432,0.1807,0.0664,0.0176,0.0091,0.0091,0.2101,0.1943,3175
0.5756,0.266,0.3122,0.3377,0.1885,0.1081,0.0581,0.0581,0.2665,0.3183,3176
0.2346,0.0375,0.1728,0.1719,0.0801,0.0201,0.0101,0.0101,0.111,-0.078,3177
0.4545,0.156,0.2818,0.2154,0.1159,0.0752,0.0535,0.0535,0.2221,0.2562,3178
0.4615,0.1916,0.2604,0.3118,0.1841,0.1038,0.0594,0.0594,0.3097,0.2164,3179
0.2953,0.0952,0.2148,0.2184,0.0873,0.0564,0.0382,0.0382,0.2003,0.1162,3180
0.2128,0.0,0.1277,0.1299,0.0131,0.0061,0.0042,0.0042,0.1017,-0.0138,3181
0.4919,0.2683,0.3468,0.2553,0.1799,0.1413,0.1175,0.1175,0.2526,0.2974,3182
0.4583,0.2113,0.375,0.2766,0.1725,0.099,0.0571,0.0571,0.3951,0.384,3183
0.4022,0.1758,0.3152,0.3158,0.1992,0.1476,0.1031,0.1031,0.2451,0.1964,3184
0.4365,0.1641,0.2843,0.3221,0.1515,0.0779,0.0471,0.0471,0.2254,0.2632,3185
0.3196,0.1843,0.2831,0.1761,0.1273,0.1013,0.0838,0.0838,0.1766,-0.0505,3186
0.4311,0.2061,0.2994,0.3656,0.2441,0.1379,0.0735,0.0735,0.2849,0.2372,3187
0.4414,0.1,0.2703,0.2475,0.1098,0.0634,0.0437,0.0437,0.2026,0.1379,3188
0.3368,0.1064,0.2105,0.214,0.1004,0.0458,0.0175,0.0175,0.1437,0.0989,3189
0.5089,0.2432,0.3571,0.3301,0.2135,0.1496,0.1057,0.1057,0.2841,0.1983,3190
0.3881,0.2121,0.2985,0.2532,0.1709,0.1149,0.0795,0.0795,0.304,0.3157,3191
0.4953,0.3019,0.3551,0.4198,0.3081,0.233,0.1644,0.1644,0.4024,0.3595,3192
0.3827,0.1375,0.3086,0.237,0.1548,0.1071,0.0832,0.0832,0.2008,0.2256,3193
0.4528,0.2293,0.3396,0.3103,0.19,0.1285,0.0843,0.0843,0.2607,0.3096,3194
0.4181,0.1143,0.2486,0.3407,0.1507,0.1007,0.0768,0.0768,0.2382,0.1883,3195
0.4091,0.1284,0.2182,0.2313,0.1056,0.0677,0.0458,0.0458,0.162,0.1548,3196
0.4155,0.1463,0.2609,0.2846,0.1409,0.0888,0.05,0.05,0.2086,0.2461,3197
0.5,0.1311,0.3548,0.2812,0.0945,0.0243,0.0124,0.0124,0.2852,0.1844,3198
0.4848,0.2086,0.3758,0.3721,0.2292,0.1233,0.069,0.069,0.3498,0.3153,3199
0.3288,0.0694,0.2466,0.2917,0.111,0.026,0.0126,0.0126,0.2008,0.2391,3200
0.4623,0.1624,0.3116,0.3674,0.2104,0.1392,0.0955,0.0955,0.226,0.2964,3201
0.4654,0.1529,0.3522,0.3418,0.1751,0.1061,0.063,0.063,0.2605,0.1871,3202
0.48,0.1965,0.3543,0.345,0.2039,0.1266,0.0398,0.0398,0.2877,0.383,3203
0.2796,0.1087,0.2151,0.2002,0.1188,0.0858,0.0582,0.0582,0.1422,0.0583,3204
0.3093,0.0417,0.1753,0.2403,0.0855,0.0196,0.0094,0.0094,0.1329,-0.0224,3205
0.1529,0.0645,0.1274,0.0738,0.0351,0.0102,0.0055,0.0055,0.0735,-0.0722,3206
0.3289,0.0667,0.1974,0.2727,0.0847,0.0212,0.0107,0.0107,0.1556,-0.0064,3207
0.3077,0.0933,0.2359,0.2316,0.1216,0.0542,0.0204,0.0204,0.155,0.11,3208
0.2927,0.0992,0.1626,0.1294,0.068,0.0177,0.0091,0.0091,0.3392,0.2619,3209
0.3784,0.0984,0.2703,0.3295,0.1376,0.0761,0.0268,0.0268,0.1872,0.2285,3210
0.3415,0.0992,0.2276,0.1875,0.0844,0.045,0.0186,0.0186,0.3097,0.083,3211
0.4571,0.2029,0.3286,0.35,0.1997,0.1007,0.0339,0.0339,0.3389,0.3064,3212
0.4671,0.2061,0.3234,0.3474,0.2192,0.1605,0.1158,0.1158,0.3783,0.2668,3213
0.4444,0.142,0.2924,0.3158,0.1534,0.0294,0.0129,0.0129,0.336,0.26,3214
0.4348,0.1951,0.3382,0.2736,0.173,0.1258,0.0973,0.0973,0.2145,0.1934,3215
0.5026,0.2798,0.3077,0.3912,0.2816,0.2043,0.1558,0.1558,0.3427,0.3218,3216
0.5033,0.1879,0.3576,0.375,0.2285,0.1673,0.1249,0.1249,0.3447,0.3755,3217
0.5217,0.2893,0.3975,0.3864,0.2827,0.203,0.1489,0.1489,0.4307,0.3609,3218
0.2548,0.0516,0.1783,0.1866,0.0159,0.007,0.0047,0.0047,0.1003,0.1903,3219
0.2953,0.1088,0.2148,0.1818,0.1022,0.0624,0.0411,0.0411,0.1874,0.0366,3220
0.232,0.1117,0.2099,0.0419,0.0264,0.019,0.0115,0.0115,0.0931,-0.1866,3221
0.2571,0.0725,0.1571,0.1591,0.0428,0.0129,0.0071,0.0071,0.186,0.1459,3222
0.408,0.1106,0.2388,0.3333,0.1304,0.026,0.0116,0.0116,0.2105,0.2074,3223
0.3787,0.1198,0.2604,0.3171,0.1399,0.0788,0.0281,0.0281,0.2142,0.2005,3224
0.5,0.2605,0.3583,0.298,0.2059,0.1542,0.1238,0.1238,0.3241,0.3132,3225
0.4752,0.16,0.3267,0.356,0.2012,0.1247,0.0659,0.0659,0.2511,0.2786,3226
0.5085,0.2857,0.4181,0.4194,0.2701,0.1858,0.1209,0.1209,0.4186,0.3154,3227
0.5029,0.1387,0.3086,0.306,0.1568,0.0659,0.0241,0.0241,0.2435,0.2306,3228
0.1983,0.0417,0.1157,0.0739,0.0263,0.0069,0.0036,0.0036,0.0745,-0.1558,3229
0.4496,0.252,0.3876,0.2949,0.1957,0.1263,0.0856,0.0856,0.3921,0.3964,3230
0.4024,0.1677,0.284,0.2747,0.1563,0.0302,0.0133,0.0133,0.2469,0.2394,3231
0.45,0.1899,0.3375,0.2903,0.2102,0.1428,0.0897,0.0897,0.3368,0.2989,3232
0.3448,0.1399,0.2897,0.2278,0.1081,0.0533,0.0211,0.0211,0.2766,0.256,3233
0.4418,0.1862,0.3133,0.2635,0.1695,0.1246,0.0921,0.0921,0.26,0.234,3234
0.3846,0.2031,0.3077,0.2151,0.1367,0.0937,0.0654,0.0654,0.4928,0.3523,3235
0.3484,0.1699,0.2839,0.2472,0.159,0.1051,0.0606,0.0606,0.2869,0.0842,3236
0.4653,0.18,0.2871,0.3798,0.2368,0.1575,0.1042,0.1042,0.2747,0.3257,3237
0.3796,0.0889,0.2482,0.2222,0.0745,0.0192,0.0097,0.0097,0.2478,0.0895,3238
0.6099,0.362,0.4305,0.4472,0.3207,0.2458,0.1863,0.1863,0.4013,0.4189,3239
0.188,0.0174,0.1368,0.1023,0.0343,0.0111,0.0063,0.0063,0.2194,0.026,3240
0.2953,0.1146,0.1969,0.0431,0.0263,0.0201,0.0158,0.0158,0.1318,0.0456,3241
0.3182,0.1538,0.2424,0.1789,0.0976,0.0675,0.0427,0.0427,0.272,0.1933,3242
0.3879,0.0957,0.25,0.2076,0.082,0.0154,0.0067,0.0067,0.1789,0.1707,3243
0.4118,0.163,0.2574,0.1792,0.0969,0.0576,0.0392,0.0392,0.1641,0.1213,3244
0.3444,0.1124,0.2333,0.2324,0.0906,0.046,0.0185,0.0185,0.1862,0.1328,3245
0.0333,0.0,0.0333,0.0333,0.0107,0.0074,0.0063,0.0063,0.0168,-0.3804,3246
0.4971,0.3041,0.3815,0.407,0.3016,0.2351,0.1881,0.1881,0.3267,0.3033,3247
0.4633,0.2412,0.332,0.2394,0.172,0.1342,0.109,0.109,0.2691,0.2982,3248
0.3951,0.1245,0.2222,0.2428,0.128,0.0588,0.0189,0.0189,0.2137,0.2043,3249
0.4516,0.183,0.3484,0.3108,0.1598,0.0892,0.0562,0.0562,0.2436,0.1772,3250
0.2703,0.1651,0.2342,0.125,0.0689,0.0393,0.0168,0.0168,0.2514,0.2116,3251
0.4,0.2745,0.3613,0.2626,0.2071,0.1744,0.1493,0.1493,0.458,0.3454,3252
0.3604,0.1,0.1892,0.1858,0.0904,0.0373,0.0135,0.0135,0.1745,0.2102,3253
0.2615,0.0469,0.1692,0.1592,0.0772,0.0197,0.01,0.01,0.1102,-0.0183,3254
0.2958,0.0571,0.169,0.2118,0.0502,0.0145,0.0078,0.0078,0.2008,0.1402,3255
0.4718,0.1969,0.3282,0.3431,0.2212,0.1457,0.096,0.096,0.2967,0.1758,3256
0.3,0.0738,0.1933,0.0881,0.0412,0.0202,0.0067,0.0067,0.1311,0.0367,3257
0.3514,0.0822,0.1892,0.2169,0.1029,0.0507,0.0201,0.0201,0.2107,0.182,3258
0.408,0.1307,0.2488,0.275,0.1217,0.0512,0.0188,0.0188,0.2143,0.2779,3259
0.5629,0.2545,0.4192,0.4515,0.2855,0.1909,0.1145,0.1145,0.3498,0.3896,3260
0.3952,0.1455,0.2874,0.2526,0.1372,0.0847,0.0507,0.0507,0.2821,0.2945,3261
0.3131,0.0918,0.2222,0.1786,0.0734,0.0346,0.0134,0.0134,0.1354,-0.0,3262
0.1802,0.055,0.1261,0.1039,0.0523,0.0154,0.0084,0.0084,0.2392,-0.0561,3263
0.3663,0.12,0.2277,0.2262,0.1181,0.0499,0.0183,0.0183,0.1508,0.0843,3264
0.3869,0.165,0.2426,0.116,0.0651,0.0323,0.0097,0.0097,0.1611,0.164,3265
0.1839,0.0233,0.1379,0.1687,0.0641,0.0172,0.0089,0.0089,0.1207,-0.1591,3266
0.2716,0.075,0.1852,0.1778,0.0632,0.0166,0.0085,0.0085,0.1597,0.0712,3267
0.3884,0.1,0.2562,0.1519,0.0614,0.0267,0.0099,0.0099,0.1363,0.148,3268
0.3967,0.1917,0.281,0.1793,0.1191,0.0903,0.0729,0.0729,0.1713,0.3171,3269
0.5207,0.1677,0.3077,0.3587,0.1883,0.1057,0.0604,0.0604,0.2955,0.3237,3270
0.2595,0.0437,0.173,0.1957,0.0782,0.0401,0.0162,0.0162,0.1575,0.0977,3271
0.5426,0.2473,0.4255,0.4127,0.2564,0.1668,0.1092,0.1092,0.3664,0.3957,3272
0.4277,0.2166,0.3145,0.3059,0.2001,0.1341,0.0737,0.0737,0.3109,0.2475,3273
0.4318,0.1379,0.2841,0.3059,0.1349,0.028,0.0128,0.0128,0.2486,0.2849,3274
0.5068,0.2283,0.3801,0.26,0.1325,0.0783,0.0427,0.0427,0.2535,0.2268,3275
0.4851,0.2146,0.3319,0.2878,0.1831,0.1096,0.0813,0.0813,0.2441,0.2272,3276
0.4748,0.219,0.2878,0.3,0.1743,0.092,0.0317,0.0317,0.3676,0.3209,3277
0.3243,0.1284,0.2703,0.1875,0.0974,0.0624,0.0422,0.0422,0.3839,0.298,3278
0.3977,0.2299,0.3295,0.3023,0.2231,0.181,0.1496,0.1496,0.2598,0.2004,3279
0.359,0.1169,0.2179,0.2386,0.1171,0.0542,0.0208,0.0208,0.262,0.2147,3280
0.486,0.1792,0.2897,0.3139,0.18,0.0921,0.0502,0.0502,0.2467,0.2563,3281
0.3544,0.141,0.2278,0.1939,0.0894,0.0203,0.0097,0.0097,0.2478,0.2761,3282
0.4,0.1967,0.2703,0.2919,0.1874,0.1248,0.09,0.09,0.2425,0.1947,3283
0.1649,0.0211,0.1443,0.1014,0.0386,0.0131,0.0076,0.0076,0.1859,0.103,3284
0.4061,0.0923,0.2437,0.3196,0.1215,0.0517,0.019,0.019,0.2135,0.1686,3285
0.4541,0.2186,0.3351,0.3342,0.2225,0.1384,0.0733,0.0733,0.2652,0.2592,3286
0.3897,0.1451,0.2769,0.2372,0.1233,0.0791,0.0592,0.0592,0.2075,0.2554,3287
0.4629,0.185,0.3581,0.2647,0.1664,0.1135,0.0876,0.0876,0.2515,0.25,3288
0.4242,0.2061,0.2727,0.2096,0.1278,0.0794,0.0546,0.0546,0.2081,0.3073,3289
0.3085,0.086,0.234,0.184,0.0684,0.0343,0.0137,0.0137,0.1337,0.111,3290
0.3629,0.0976,0.2097,0.1853,0.0481,0.0113,0.0055,0.0055,0.1294,0.1294,3291
0.3252,0.1157,0.2602,0.2,0.1291,0.1001,0.0779,0.0779,0.3736,0.2278,3292
0.3592,0.1152,0.2286,0.2178,0.1063,0.0605,0.0348,0.0348,0.1527,0.0778,3293
0.4355,0.1626,0.2581,0.2055,0.1177,0.0779,0.0574,0.0574,0.1946,0.2005,3294
0.5339,0.2648,0.3891,0.3305,0.2146,0.1375,0.078,0.078,0.2996,0.4237,3295
0.4179,0.1608,0.2488,0.3133,0.1734,0.0957,0.0542,0.0542,0.2209,0.1826,3296
0.323,0.0881,0.2484,0.2184,0.0873,0.0448,0.0181,0.0181,0.2329,0.0663,3297
0.4742,0.2083,0.3093,0.3432,0.2096,0.1347,0.0823,0.0823,0.2578,0.2179,3298
0.4262,0.1215,0.2514,0.3226,0.145,0.0614,0.0225,0.0225,0.2686,0.2846,3299
0.5766,0.2545,0.3514,0.387,0.264,0.1978,0.1578,0.1578,0.3612,0.3332,3300
0.4701,0.2088,0.3028,0.2281,0.1198,0.0673,0.0426,0.0426,0.2151,0.307,3301
0.5259,0.1913,0.3621,0.2929,0.174,0.1082,0.072,0.072,0.2593,0.3456,3302
0.4434,0.1918,0.2896,0.271,0.167,0.1107,0.0732,0.0732,0.2227,0.2536,3303
0.3662,0.1571,0.2817,0.2099,0.1024,0.0643,0.043,0.043,0.2315,0.2032,3304
0.4,0.1316,0.2522,0.2233,0.0988,0.0193,0.0086,0.0086,0.1729,0.1213,3305
0.4354,0.1931,0.3401,0.3412,0.2174,0.1492,0.1093,0.1093,0.2721,0.2446,3306
0.4384,0.1382,0.2831,0.2572,0.1237,0.0487,0.0172,0.0172,0.1956,0.2028,3307
0.328,0.0887,0.184,0.1712,0.0861,0.0433,0.0259,0.0259,0.1724,0.0634,3308
0.4494,0.2045,0.3034,0.3258,0.1721,0.1108,0.075,0.075,0.2898,0.3235,3309
0.3939,0.1069,0.2879,0.1754,0.0827,0.0391,0.0128,0.0128,0.1723,0.2646,3310
0.4843,0.2262,0.3318,0.2778,0.1719,0.1232,0.088,0.088,0.2589,0.2631,3311
0.2888,0.0541,0.1818,0.1814,0.0408,0.0116,0.0062,0.0062,0.1075,0.1239,3312
0.4545,0.2294,0.3,0.2887,0.1848,0.1294,0.0887,0.0887,0.284,0.2166,3313
0.3386,0.139,0.2646,0.3187,0.1785,0.1214,0.0799,0.0799,0.2116,0.2755,3314
